Name,measurement_method,normalised_name,raw_value,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Dibutyl ether,el_cde_tables,CCCCOCCCC,1.403648,5.314444444444444,0.9548611111111112,5.314444444444444,0.9548611111111112,0.5020748997224442,130.231,112.08699999999997,130.135765196,56.0,0.0,0.046543272315233225,-0.3814528145933262,0.3814528145933262,0.046543272315233225,0.8888888888888888,1.3333333333333333,1.6666666666666667,16.472849163469363,10.333412058370572,1.8395024414833718,-1.9905808507827512,1.9077081599186936,-1.946512816607828,4.333957112224253,0.12823474982407,2.595082706793886,37.832293921787276,6.949747468305834,6.650888977583149,6.650888977583149,4.414213562373095,3.9915638315627207,3.9915638315627207,2.3194792168823417,2.3194792168823417,1.284457050376173,1.284457050376173,0.59486135244271,0.59486135244271,-0.04,103.68791599331826,8.960000000000003,7.960000000000003,7.9600000000000035,58.40739105811268,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,12.841643245852019,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,39.53076089108528,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,39.53076089108528,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,25.683286491704038,0.0,0.0,13.847474399381248,4.736862953800049,5.314444444444444,0.0,0.0,0.0,0.0,0.0,0.0,4.908411281179138,6.277144274376417,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.603200000000001,40.635000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
TMPTA,el_cde_tables,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1.5593,11.174882527084907,-0.8372916666666668,11.174882527084907,0.08015967498110332,0.3457550445606473,296.31899999999996,276.159,296.12598836,116.0,0.0,0.3296626179901879,-0.46167430596233294,0.46167430596233294,0.3296626179901879,0.8095238095238095,1.0952380952380953,1.2857142857142858,16.56003433892086,9.876585144618446,2.3316360893601926,-2.300310670123385,2.241494587305431,-2.382740593296088,5.817794477487411,-0.15550054784406855,4.872529374632145,364.06624200276315,16.303118619434358,12.13128801865789,12.13128801865789,9.924181237471341,6.302860893911699,6.302860893911699,4.289058011260055,4.289058011260055,2.8118416997864393,2.8118416997864393,1.2806305875646984,1.2806305875646984,-2.37,28392.577759057618,18.63,9.520674180055373,7.099723651825334,123.60483352148125,14.210588861400147,19.820645893538753,0.0,0.0,0.0,17.90791586385555,0.0,14.383611552215466,0.0,0.0,26.66054425048612,6.4208216229260096,18.228060320501644,5.41499046939678,28.59420041361561,17.90791586385555,0.0,0.0,5.41499046939678,13.344558822616634,19.820645893538753,37.96486737129713,0.0,0.0,0.0,0.0,0.0,0.0,37.7285617573943,28.59420041361561,5.41499046939678,13.344558822616634,37.96486737129713,0.0,0.0,0.0,78.9,23.322906333252327,14.383611552215466,0.0,19.820645893538753,6.4208216229260096,18.228060320501644,0.0,6.923737199690624,0.0,19.73680705079549,14.210588861400147,14.964615929705216,0.0,33.524647581254726,0.0,-0.8372916666666668,-1.839112654320988,0.0,3.50995275888133,11.427188051146384,0.0,0.4,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,1.5704,76.19200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanol,el_mylogic,CO,1.33,7.0,1.0,7.0,1.0,0.38528440447384316,32.042,28.009999999999998,32.026214748,14.0,0.0,0.031940683717728124,-0.3996302435573072,0.3996302435573072,0.031940683717728124,1.5,1.5,1.5,16.235703028195374,11.774296971804631,0.8391720167738221,-1.2068615766134012,0.7545197820005356,-1.2473197820005355,3.1778074852252667,0.39899251477473313,1.0,2.0,2.0,1.4472135954999579,1.4472135954999579,1.0,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,2.0,1.96,0.9600000000000016,-27.040000000000028,13.533484780025564,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.216324936118239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3915,8.1428,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-Propanol,el_mylogic,CCCO,1.414,7.875,0.3194444444444444,7.875,0.3194444444444444,0.46378398302396845,60.096,52.032000000000004,60.057514876,26.0,0.0,0.04278927992053378,-0.39638735063233616,0.39638735063233616,0.04278927992053378,1.75,2.0,2.0,16.24985029953303,10.547573166539827,1.5677116084812683,-1.6891847809432488,1.6080928326075683,-1.6908528015472257,4.09636113465441,0.29476856785792466,1.9747448713915894,5.245112497836532,3.414213562373095,2.861427157873053,2.861427157873053,1.914213562373095,1.5233345472033855,1.5233345472033855,0.7236067977499788,0.7236067977499788,0.2236067977499789,0.2236067977499789,0.0,0.0,-0.04,6.854752972273345,3.9600000000000004,2.9600000000000004,1.96,26.26336900881878,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,13.344558822616634,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,5.106527394840706,0.0,0.0,0.0,7.875,0.0,0.0,0.0,0.875,2.25,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.376800000000003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ether,el_cde_tables,CCOCC,1.364,4.833333333333333,0.84375,4.833333333333333,0.84375,0.4752681489358652,74.123,64.04299999999999,74.07316494,32.0,0.0,0.043708412524692805,-0.3820258357826421,0.3820258357826421,0.043708412524692805,1.2,1.6,1.6,16.471489792223306,10.800690364709848,1.635249239958044,-1.8589755250228044,1.6400163366950407,-1.837381208276838,4.066771354077524,0.16176261138507,2.19060968716425,11.119415478763749,4.121320343559642,3.822461852836958,3.822461852836958,2.414213562373095,1.9915638315627207,1.9915638315627207,0.7814744144215573,0.7814744144215573,0.408248290463863,0.408248290463863,0.2041241452319315,0.2041241452319315,-0.04,11.245112497836532,4.960000000000001,3.9600000000000004,3.9600000000000004,32.94762260052625,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,13.847474399381248,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,0.0,0.0,13.847474399381248,0.0,4.736862953800049,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666666,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0428000000000002,22.166999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFC-134a,el_mylogic,FCC(F)(F)F,1.0616,10.409722222222221,-4.625,10.409722222222221,2.229166666666667,0.40653794072819166,102.03000000000002,100.01400000000001,102.009262944,38.0,0.0,0.41630089910816304,-0.24112655579497494,0.41630089910816304,0.24112655579497494,1.1666666666666667,1.3333333333333333,1.3333333333333333,19.416915961350394,10.76132796683362,2.2559858417036165,-1.9337590983470303,2.128903140774122,-2.079896722841228,4.394467685976626,-0.14177923615556276,3.168489872670569,35.30296890880646,5.207106781186548,2.7189646732234567,2.7189646732234567,2.5606601717798214,1.187761342019539,1.187761342019539,0.7488081981105629,0.7488081981105629,0.15152288168283157,0.15152288168283157,0.0,0.0,-0.28,12.16479703638053,5.72,1.4464030612244898,3.7199999999999993,31.766334753931094,0.0,0.0,6.674590972274908,0.0,0.0,6.176298517443475,0.0,4.39041504767482,13.171245143024459,0.0,0.0,0.0,0.0,0.0,17.56166019069928,0.0,0.0,0.0,0.0,6.176298517443475,6.674590972274908,0.0,0.0,0.0,0.0,17.56166019069928,0.0,0.0,12.850889489718384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.850889489718384,17.56166019069928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.604166666666664,0.0,0.0,0.0,0.0,0.0,0.0,-4.625,-2.229166666666667,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5182000000000002,12.030000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclohexanol,el_mylogic,OC1CCCCC1,1.464,8.909166666666668,0.035879629629629095,8.909166666666668,0.035879629629629095,0.4863248839438126,100.161,88.06499999999998,100.088815004,42.0,0.0,0.053984774844812504,-0.39313138246784024,0.39313138246784024,0.053984774844812504,1.0,1.5714285714285714,1.8571428571428572,16.265806170464227,9.981987147444359,2.071328170365055,-2.1403644269403497,2.1579921435463514,-2.0941353324569594,4.611711079073381,0.13007435293164965,2.1229179499593664,46.14170945007629,5.112884175122364,4.5600977706223205,4.5600977706223205,3.393846850117352,3.0746954706748872,3.0746954706748872,2.2918339472343705,2.2918339472343705,1.574695470674887,1.574695470674887,1.0810387176187242,1.0810387176187242,-0.04,47.19725257297226,5.10367816091954,2.3141072195146584,1.4750627509406329,44.35236419847938,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,12.841643245852019,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,38.20807450237835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.103966387748303,0.0,12.841643245852019,19.26246486877803,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,8.909166666666668,0.0,0.0,0.0,5.924166666666667,0.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.3114,29.091799999999985,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rib,el_mylogic,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,1.54,8.93287037037037,-1.3822685185185188,8.93287037037037,0.40745370370370315,0.3293435256733101,150.13,140.04999999999998,150.05282342,60.0,0.0,0.1835703054393058,-0.3935665000844275,0.3935665000844275,0.1835703054393058,1.1,1.7,1.9,16.647100204895388,10.14321189236643,2.4055554539551407,-2.091087354501155,2.1784850639291355,-2.331659938311475,4.843663050190402,-0.1324733519773714,2.526211434209837,116.6059378176129,7.723614639131599,5.213610530408746,5.213610530408746,4.663902460147014,2.9704772465132163,2.9704772465132163,2.2288568306597276,2.2288568306597276,1.517149118834793,1.517149118834793,0.8797129637297256,0.8797129637297256,-0.2,201.34911625101472,7.90204081632653,2.811342155009452,1.1383411185456385,57.48366857017767,25.162972533162872,18.31189916324491,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,25.162972533162872,0.0,0.0,0.0,0.0,24.60192589258012,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63491743645586,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,90.15,31.208807857093035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,20.426109579362823,4.5405092592592595,0.0,0.0,34.955555555555556,0.0,0.0,0.0,-4.7552777777777795,-0.40745370370370315,0.0,1.0,10.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,-2.5823000000000005,29.979199999999988,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-decane,el_mylogic,CCCCCCCCCC,1.4384,2.2698838655832705,1.3688271604938271,2.2698838655832705,1.3688271604938271,0.4684089279615184,142.286,120.10999999999997,142.172150704,62.0,0.0,-0.053306146439862805,-0.06538238322279266,0.06538238322279266,0.053306146439862805,0.5,0.8,1.1,13.935876276700968,10.092933038718229,1.8708479928080215,-1.9720888623059794,2.068976276700974,-1.7739669612817646,4.427876276700977,0.5849330387182341,2.6476048489438337,40.0,7.6568542494923815,7.6568542494923815,7.6568542494923815,4.914213562373096,4.914213562373094,4.914213562373094,3.121320343559642,3.121320343559642,1.9571067811865472,1.9571067811865472,1.207106781186547,1.207106781186547,0.0,175.07674799821407,10.0,9.0,8.0,66.02373005739904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21404738278933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21404738278933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21404738278933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298340809,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46023226883346,4.539767731166541,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.147000000000004,48.28400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
polydimethylsiloxane,rsc_mylogic,C[Si](C)=O,1.5399,9.62962962962963,-1.1296296296296293,9.62962962962963,1.1296296296296293,0.3858302903277513,74.15499999999999,68.10699999999999,74.018791342,24.0,0.0,0.26957494308755425,-0.38904440935591933,0.38904440935591933,0.26957494308755425,1.5,1.5,1.5,28.249995145407958,11.887639023406813,1.6849508871439873,-1.5128301715201742,1.4945352391177193,-1.7230806928738815,6.383912077531654,0.5689944273352769,2.8030394876740514,29.019550008653873,3.5773502691896257,2.908248290463863,3.908248290463863,1.7320508075688772,1.2041241452319316,3.6123724356957947,0.9082482904638631,2.7247448713915894,0.0,0.0,0.0,0.0,0.01688311688311689,3.2451124978365313,4.016883116883115,1.3483510462847519,7316.7387766079955,27.30864470441231,4.4619466665590375,0.0,0.0,0.0,8.683207819760263,0.0,0.0,0.0,0.0,0.0,0.0,13.094022707362173,0.0,0.0,4.4619466665590375,8.683207819760263,0.0,0.0,0.0,13.094022707362173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.683207819760263,4.4619466665590375,0.0,0.0,0.0,13.094022707362173,0.0,0.0,17.07,8.683207819760263,4.4619466665590375,0.0,0.0,0.0,0.0,0.0,13.094022707362173,0.0,0.0,0.0,9.62962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4259259259259256,-1.1296296296296293,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6679999999999999,18.168499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycerol,el_mylogic,OCC(O)CO,1.444,8.166666666666668,-0.9537037037037039,8.166666666666668,0.36458333333333326,0.3814944322102413,92.09400000000001,84.03,92.047344116,38.0,0.0,0.10004702601723478,-0.3935933161206694,0.3935933161206694,0.10004702601723478,1.1666666666666667,1.5,1.5,16.344803208507116,10.418392587147725,1.932810557446746,-1.9633086591105848,1.7123879794103936,-2.153670382242676,4.434895881394919,0.04502149254246311,2.7541847860376616,25.219280948873624,4.99156383156272,3.3332046180625943,3.3332046180625943,2.808060412490447,1.7071510027085632,1.7071510027085632,1.0189718779350343,1.0189718779350343,0.42149820593270626,0.42149820593270626,0.05773502691896257,0.05773502691896257,-0.12,19.800269059780252,5.88,3.0849180327868857,2.1377319587628865,35.851836513210806,15.319582184522117,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,15.319582184522117,0.0,0.0,0.0,0.0,6.103966387748303,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.63731250129626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.69,6.103966387748303,0.0,0.0,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,0.0,24.016203703703706,0.0,0.0,0.0,-0.9537037037037039,-0.7291666666666665,0.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,-1.6681000000000001,20.1784,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
